audio_path,predicted_transcript,actual_sentence
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588874.mp3, William's announced he would resign as Teamsters President while appealing his conviction.,Williams announced he would resign as Teamsters president while appealing his conviction.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588875.mp3, Foster said yes.,Foster said yes.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588912.mp3, Are we all met?,Are we all met?
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588914.mp3, No benefit on either function or depression however has been seen.,"No benefit on either function or depression, however, has been seen."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588915.mp3, Blinking also protects the eye from irritants.,Blinking also protects the eye from irritants.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588934.mp3, The second volume is divided more evenly into four parts.,The second volume is divided more evenly into four parts.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39588995.mp3, Her playing position is goalkeeper.,Her playing position is goalkeeper.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590105.mp3," Many were known as associates of the previous policy king, Al Adams.",Many were known associates of the previous policy king Al Adams.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590106.mp3, His work on private commission failed better.,His work on private commission fared better.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590115.mp3, Displacement as moderate.,Displacement is moderate.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590119.mp3, The soundtrack contains two bonus tracks.,The soundtrack contains two bonus tracks.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590123.mp3, Tickling can also be a form of sexual harassment.,Tickling can also be a form of sexual harassment.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590149.mp3, He died of paralysis.,"He died of ""paralysis""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590151.mp3," You found it with a hardware supplier, Dora.","He found it with a hardware supplier, Dura."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590176.mp3, Group tours of facilities are held by Enochler.,Group tours of the facilities are held by email request.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590370.mp3, So we started experimenting with different tent societies.,So we started experimenting with different tent designs.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590371.mp3, Greenland is part of the Arctic region.,Greenland is part of the Arctic region.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590384.mp3, She was not his first choice however.,She was not his first choice however.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590405.mp3, An extended version of liquor store blue is was included in the set.,"An extended version of ""Liquor Store Blues"" was included in the set."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590421.mp3," Until the end of the war, they stayed near to loose.",Until the end of the War they stayed near Toulouse.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39622718.mp3, Here are some examples of recordings that use on meterclave concepts.,Here are some examples of recordings that use odd meter clave concepts.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39622720.mp3, There are slow and fast versions of Bobo Bo.,There are 'slow' and 'fast' versions of Bobobo.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39632549.mp3, No one had ever made a lens in this way before.,No one had ever made a lens in this way before.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39632596.mp3, He was the first Hispanic member of the Minnesota House of Representatives.,He was the first Hispanic member of the Minnesota House of Representatives.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39632597.mp3, Johnson is regarded as the father of Woburn.,Johnson is regarded as the father of Woburn.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633381.mp3, It was produced by James Anthony Carmichael and the Commodore's.,It was produced by James Anthony Carmichael and the Commodores.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633391.mp3, General Public Access is available.,General public access is available.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633394.mp3, A Taxi Service runs in Moila.,A taxi service runs in Mouila.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633406.mp3, The models have many layers.,The models have many layers.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633426.mp3, The Juno Ice Field is the fifth largest ice field in North America.,The Juneau Icefield is the fifth largest icefield in North America.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633443.mp3, College World Series officials stated that crowds would return to full capacity.,College World Series officials stated that crowds would return to full capacity.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633444.mp3, Each community is further subdivided by primary occupation.,Each community is further subdivided by primary occupation.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633462.mp3," The next day, trials returns to the store to find a note.","The next day, Giles returns to the store to find a note."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633515.mp3, He was seized and held down by the priests.,He was seized and held down by the priests.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633516.mp3," Indeed, it gave out white feathers to all conscientious objectors.","Indeed, it gave out white feathers to all conscientious objectors."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633519.mp3," He died in carcross, Yukon, when he fell off the white pass railway bridge.","He died in Carcross, Yukon when he fell off the White Pass railway bridge."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633538.mp3, That is economy as driven by the tourism transportation and real estate.,"Nadi's economy is driven by the tourism, transportation and real estate sectors."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633539.mp3," Here, Peter Quance.","Here, Peter Quince."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633541.mp3," If you need recommendations for some posts to read, check out the recommended tab.","If you need recommendations for some posts to read, check out the recommended tab."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633577.mp3, Sing was introduced to Richard Weisman through their collaboration.,"Singh was introduced to Richard Wiseman through their collaboration on""Tomorrow's World""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633594.mp3," Matt also wrote the Squid Billy's theme song, or your man.","Matt also wrote the ""Squidbillies"" theme song, ""Warrior Man""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633610.mp3, They show the close up of them trying to get the ink off a page.,They showed a closeup of him trying to get the ink off a page.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633619.mp3, Hondes and let in Antarctica is named after Jodal,Hondius Inlet in Antarctica is named after Jodocus Hondius.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633628.mp3, Sometimes he even uses different languages in the same piece.,Sometimes he even uses different languages in the same piece.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633629.mp3, The two villages are a civil parish governed by Linton and Limith,The two villages are a civil parish governed by Lynton and Lynmouth Town Council.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633632.mp3, And Kathy is also edited and anthology of literary profiles from the,"McAfee has also edited an anthology of literary profiles from ""The Guardian""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633635.mp3, She lost the top seed on the jepower in the second round.,She lost to top seed Ons Jabeur in the second round.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633642.mp3, Haven't you seen the latest episode already?,Haven't you seen the latest episode already?
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39633646.mp3, Jack Cheese left the band over creative differences.,Jack Cheeze left the band over creative differences.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39644728.mp3," Following the end of the war, General Pike was laid up at Sackets Harbor.","Following the end of the war, ""General Pike"" was laid up at Sackett's Harbor."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39644738.mp3, Cyclists whose names are in bold are still active.,Cyclists whose names are in bold are still active.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921236.mp3," After he left Richwood, the plumber house was used for lodging.",After he left Richwood the Plummer house was used for lodging.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921252.mp3, Due to war material shortages of metal completion was delayed for two years.,"Due to war material shortages of metal, completion was delayed for two years."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921281.mp3," However, this tale contradicts the fact that Kyron later taught Achilles.","However, this tale contradicts the fact that Chiron later taught Achilles."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921300.mp3, He has also worked at Fox's Chicago San Francisco and New York,"He has also worked at Fox's Chicago, San Francisco, and New York City bureaus."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921304.mp3," Of course, this would not happen, but they could not know this.","Of course, this would not happen, but they could not know this."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921344.mp3, He served as a backbench supporter of the David Peterson government.,He served as a backbench supporter of the David Peterson government.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921356.mp3, They were eventually resettled in Switzerland.,They were eventually resettled in Switzerland.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921361.mp3, May hated his time and make in Georgia the most.,"May hated his time in Macon, Georgia the most."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921366.mp3," Historically, the parish community has occupied eight different buildings.","Historically, the parish community has occupied eight different buildings."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921369.mp3, She is Senior Lecturer at the University of Sterling.,She is Senior Lecturer at the University of Stirling.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921371.mp3, in the third category are the officer ranks.,In the third category are the Officer ranks.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921387.mp3," Meanwhile, the first team locomotive, Dolby Darn, was restored to work","Meanwhile, the first steam locomotive, ""Dolbadarn"", was restored to working order."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921388.mp3," However, the skill is found worldwide and is extremely long standing.","However, the skill is found worldwide and is of extremely long standing."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921408.mp3, a poem for us.,A poem for us.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921416.mp3, Gregory was born in Sutton Colefield in the West Midland.,Gregory was born in Sutton Coldfield in the West Midlands.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921429.mp3, It is an important breeding in wintering location for many water birds.,It is an important breeding and wintering location for many waterbirds.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921442.mp3, Motor City Madhouse is an ode to Ted's hometown of Detroit.,Motor City Madhouse is an ode to Ted's hometown of Detroit.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921468.mp3, The shore of the Tasman Sea is the eastern boundary.,The shore of the Tasman Sea is the eastern boundary.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921496.mp3, Adams and Turner chat to children.,Adams and Turnage had two children.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921578.mp3, The distributed model is consequently only usually applied when accuracy calls for its use.,The distributed model is consequently only usually applied when accuracy calls for its use.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921579.mp3, The Roadstrom is so named for its resemblance to a bird's beak.,The rostrum is so named for its resemblance to a bird's beak.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921595.mp3, This unit was originally based on a coin of the same name.,This unit was originally based on a coin of the same name.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921608.mp3," The fermenting agent is palm, tauty, or yeast.",The fermenting agent is palm toddy or yeast.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921626.mp3, He has also managed his club.,He has also managed his club.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921653.mp3, The Rebels Milatera leaders broke into the embassy and found Sam.,The rebels' mulatto leaders broke into the embassy and found Sam.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921678.mp3, Constant bickering may have contributed to the ability of the Ottomans to challenge them.,Constant bickering may have contributed to the ability of the Ottomans to challenge them.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921704.mp3, Kiruga was born in Kohabamba.,Quiroga was born in Cochabamba.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921705.mp3," Residents of the Communist Book, Yiddish and Russian.",Residents of the commune spoke Yiddish and Russian.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921716.mp3, English like some other languages uses a perifrastic passive.,"English, like some other languages, uses a periphrastic passive."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921724.mp3, In biogeo chemistry his research is focused on understanding the fate of soil,In biogeochemistry his research has focused on understanding the fate of soil organic matter.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39921735.mp3, The two spin and evening together as they fall in love.,The two spend an evening together as they fall in love.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39979913.mp3, he was considered as a magistrate,He was gazetted as a magistrate.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39979915.mp3," In addition, a new computer ranking, the Wesley Collie Matrix was added.","In addition, a new computer ranking, the Wesley Colley Matrix, was added."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39979938.mp3, The game received mixed to good reception.,The game received mixed to good reception.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39631127.mp3, Vizilet India in Tostricot and later became a cricket administrator and commenting.,Vizzy led India in Test cricket and later became a cricket administrator and commentator.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39673688.mp3, The rising sun symbolizes the dawning of a new era.,The rising sun symbolises the dawning of a new era.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39834251.mp3," In addition, many other public sector bodies had cuts to their funding.",In addition many other public sector bodies had cuts to their funding.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39834253.mp3, Ratings are also referred to as numbers in the business.,"Ratings are also referred to as ""numbers"" in the business."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39834265.mp3, This involved accepting some players on assignment from the National Hockey League Club.,This involved accepting some players on assignment from the National Hockey League club.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39834270.mp3," However, like other Therazenisores, they were probably primarily her boobers.","However, like other therizinosaurs, they were probably primarily herbivorous."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39834287.mp3, Preventual trunk highways are the primary highways and provincial roads are the,"Provincial Trunk Highways are the primary highways, and Provincial Roads are the secondary highways."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39834292.mp3, He played cricket for a Gallicricic Club.,He played cricket for Gala cricket club.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39834293.mp3," In addition to his homeschooling, Andrea also enjoyed a strong music","In addition to his homeschooling, Andrea also enjoyed a strong musical education."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39894085.mp3," Since then, she has been leading women in green together with Nadia Mataar.",Since then she has been leading Women in Green together with Nadia Matar.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39894843.mp3, The unusual dome ceiling represents a passion flower surrounded by,The unusual domed ceiling represents a passion flower surrounded by lotuses.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39894865.mp3, An ecotourism resort is located in the village.,An ecotourism resort is located in the village.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39953488.mp3," Further inland, strong winds cause heavy damage at Guanacoste National Park.","Farther inland, strong winds caused heavy damage at Guanacaste National Park."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39956424.mp3, That part of Antarctica was later named Wilkesland.,That part of Antarctica was later named Wilkes Land.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39959163.mp3, He also struggles to maintain civility with Jackie and Manish's career.,He also struggles to maintain civility with Jackie and manage his career.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39959164.mp3, The company is known for its affordably priced apparel.,The company is known for its affordably priced apparel.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39959359.mp3," The panel was composed of individuals experienced in conflict prevention, peacekeeping,","The panel was composed of individuals experienced in conflict prevention, peacekeeping and peacebuilding."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39971683.mp3, The couple live together for a number of years before they separated.,The couple lived together for a number of years before they separated.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39979434.mp3, They are taken from a variety of sources including dialogue from film and television.,They are taken from a variety of sources including dialogue from film and television.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39995823.mp3, Coke with less ash and sulfur content is highly priced on the market.,Coke with less ash and sulfur content is highly priced on the market.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40057521.mp3, He embarks on a cellboat for a tour of the world.,He embarks on a sailboat for a tour of the world.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40057537.mp3, It is located below the slopes of the north western side of the Tekken Range.,It is located below the slopes of the northwestern side of the Taikan Range.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40057565.mp3, The Begins were a relaunch of the United Soccer Association team Boston Rovers.,The Beacons were a relaunch of the United Soccer Association team Boston Rovers.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40057572.mp3, They are available from several manufacturers in a variety of styles.,They are available from several manufacturers in a variety of styles.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40057576.mp3, Cordwainers were also among the early settlers of Canada.,Cordwainers were also among the early settlers of Canada.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40057580.mp3, She is Muslim and does have a Roma background.,"She is Muslim, and is of Oromo background."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40058567.mp3, Her beauty was not the only characteristic that made her appealing for men.,Her beauty was not the only characteristic that made her appealing for men.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40075623.mp3, There were many lines of communication between the modark and whites.,There were many lines of communication between the Modoc and whites.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40079778.mp3, Martha Lomb was not allowed to go to the school for white children.,Martha Lum was not allowed to go to the school for white children.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40099777.mp3, Other types leave less permanent records and may only be identified during excavation.,Other types leave less permanent records and may only be identified during excavation.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40099960.mp3, The cost between different agents varies significantly.,The cost between different agents varies significantly.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40107457.mp3, Spinks have retired from active farm work by this time.,Spinks had retired from active farm work by this time.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40118292.mp3, This was the political and literary climate when Kledula started to publish.,This was the political and literary climate when Koidula started to publish.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40118294.mp3, She writes in French.,She writes in French.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40131214.mp3, So Brisky is perhaps most familiar for her television work.,Zabriskie is perhaps most familiar for her television work.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40134525.mp3," Over the years, Marin served on the boards of many public and private bodies.","Over the years, Marren served on the boards of many public and private bodies."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40151399.mp3, She stated that she thinks the ocean is similar to love.,She stated that she thinks the ocean is similar to love.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40162390.mp3, This makes the piban very polarised.,This makes the pi bond very polarized.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590509.mp3, Jefferson.,Jefferson.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590524.mp3, The settlement was named Mizutani after the leader of the expedition.,"The settlement was named ""Mizutani"" after the leader of the expedition."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590731.mp3, He also attempted to dissuade Wayne Jingwei from such activities.,He also attempted to dissuade Wang Jingwei from such activities.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590915.mp3, All the others played the caps before or after their tell star time.,All the others played the caps before or after their Telstar time.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590980.mp3, Something that was definitely not for the faint of heart.,Something that was definitely not for the faint of heart.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39590994.mp3, The city was the location of the now default Lakeland amusement park.,The city was the location of the now defunct Lakeland Amusement Park.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39608023.mp3, Performances of smaller works were still comparatively rare.,Performances of Mahler works were still comparatively rare.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39675760.mp3, The country was so infested by lions that people often slept in,The country was so infested by lions that people often slept in trees.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39684887.mp3, She also finds herself craving blood to drink.,She also finds herself craving blood to drink.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39684912.mp3, The following are the subspecialties recognized by the American Board of Internal,The following are the subspecialties recognized by the American Board of Internal Medicine.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39684951.mp3," Tired with city life, she heads for the wide open spaces of Arizona.","Tired with city life, she heads for the wide open spaces of Arizona."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39684973.mp3, The goal is not to seek permission.,The goal is not to seek permission.
