audio_path,predicted_transcript,actual_sentence
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39770434.mp3,thousands of people have been known to ski tuckermen in a single spring we gained,Thousands of people have been known to ski Tuckerman in a single spring weekend.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39770474.mp3,it is owned and managed by hamps for county council,It is owned and managed by Hampshire County Council.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39770481.mp3,there is a level crossing between haste hill and willow lawn stations,There is a level crossing between Haste Hill and Willow Lawn stations.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39770496.mp3,the commandery was restored when eastern han was founded,The commandery was restored when Eastern Han was founded.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39770505.mp3,this contained both globule and regional placings,This contained both global and regional placings.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39770512.mp3,if you don't like it and show yourself the door,"If you don't like it, then show yourself the door."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39635548.mp3,propaganda's case was settled out of court johnson one his,Propaganda's case was settled out of court; Johnson won his outright.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39635573.mp3,his research was extended to underconerial firms by good men,This research was extended to entrepreneurial firms by Gudmundsson and Lechner.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39635577.mp3,they regard it as a bad omen when the fire talks,They regard it as a bad omen when the fire talks.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39635578.mp3,again the koreans were outnumbered,"Again, the Koreans were outnumbered."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39635585.mp3,the couple resides in austin texas with their three children,"The couple resides in Austin, Texas with their three children."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39965152.mp3,his house has been turned into a museum,His house has been turned into a museum.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39965157.mp3,peroxy songs consist of a matrix surrounded by a specific membrane,Peroxisomes consist of a matrix surrounded by a specific membrane.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39965160.mp3,the next highest court is the court of appeal,The next highest Court is the Court of Appeal.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39965165.mp3,the houses reached by a few niccolore,The house is reached by a funicular.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39965209.mp3,other censors can spot if pedestrians are already crossing the road,Other sensors can spot if pedestrians are already crossing the road.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39652639.mp3,there are no schools in home creek,There are no schools in Home Creek.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39652722.mp3,the eyes returned no more,The eyes returned no more.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39672638.mp3,she was known as a hat lady for her large collection of flamboyant hats,"She was known as the ""Hat Lady"" for her large collection of flamboyant hats."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39672743.mp3,he paid me the cost of the extra services,He paid me the cost of the extra services.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39672744.mp3,come then my hero,"Come, then, my hero."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39672774.mp3,it has been notable for its local games,It has been notable for its local gangs.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39783595.mp3,spain and bulgaria get about two pages each,Spain and Bulgaria get about two pages each.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39783599.mp3,rousseau's children are both musicians,Roussos' children are both musicians.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39783646.mp3,the selected general determines how the game and gin refer,The selected gender determines how the game engine refers to a player.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39783657.mp3,she played in the national youth orchestra of great britain,She played in the National Youth Orchestra of Great Britain.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39927477.mp3,the sale of edith has survived,The seal of Edith has survived.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39927483.mp3,the daily telegraph also named the episode among their ten favorite,The Daily Telegraph also named the episode among their ten favorites.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39902214.mp3,with seven games remaining for the nationals the pair of suspensions ended his sea,"With seven games remaining for the Nationals, the pair of suspensions ended his season."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39902217.mp3,thus it is a form of revision control,Thus it is a form of revision control.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39902219.mp3,ready news was written by frontman chris cornel,Pretty Noose was written by frontman Chris Cornell.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39902233.mp3,in order to participate the family and come must be below federal poverty guideline,In order to participate the family income must be below federal poverty guidelines.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39902236.mp3,it is a strong object,It is a strong oxidant.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39902239.mp3,henry field sees the republican nomination from burcart,Henry Field seized the Republican nomination from Brookhart.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39902249.mp3,robinson first study art at the messages college of art in boston,Robinson first studied art at the Massachusetts College of Art in Boston.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39902250.mp3,it is drained by laughing jacob's creek a tributary of lake saint mammish,"It is drained by Laughing Jacobs Creek, a tributary of Lake Sammamish."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39595282.mp3,there is only one school in little compton the wilbur and macman,"There is only one school in Little Compton, the Wilbur and McMahon school."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39595353.mp3,he currently supports cut through a trout and cohorse salmon,It currently supports cutthroat trout and coho salmon.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39595356.mp3,only one shape a week is broadcast during the summer month,Only one show per week is broadcast during the summer months.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39595387.mp3,hamilton township forms the eastern and southern borders of blosberg,Hamilton Township forms the eastern and southern borders of Blossburg.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39595390.mp3,his younger brother rory le mon was also a scotland international rugg,His younger brother Rory Lamont was also a Scotland international rugby union player.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39595495.mp3,george way converted from protestant christianity to his lamb before convert,"George Weah converted from Protestant Christianity to Islam, before converting back."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39595499.mp3,shallow was a graduate of new york low school,Scholer was a graduate of New York Law School.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39595508.mp3,she has been referred to as the ancestral mother of the white africanus,She has been referred to as the ancestral mother of the white Afrikaners.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39934709.mp3,sing,Singh.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39939840.mp3,no such paper has been published,No such paper has been published.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39939846.mp3,i haven't been working here for a long time man i work so well,"I haven't been here for a long time, man, I work so well."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39939853.mp3,his survivors include two sons and four daughters,His survivors include two sons and four daughters.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39939868.mp3,it is bordered to the north by the town of browning,It is bordered to the north by the town of Browning.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39939886.mp3,living on the margins of society they go on a road trip together,"Living on the margins of society, they go on a road trip together."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39939889.mp3,it's swelling up brother said bow,"It's swelling up rather, said Beau."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39939892.mp3,this new ratio is called the input in peevents,This new ratio is called the input impedance.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39916495.mp3,many stretches are operated by two or more lines,Many stretches are operated by two or more lines.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39916507.mp3,the college is affiliated to the mahat magandi university,The college is affiliated to the Mahatma Gandhi University.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39924529.mp3,it has since been converted into loft apartments,It has since been converted into loft apartments.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39924539.mp3,and the flower and ground flower are brothers,Andy Flower and Grant Flower are brothers.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39924540.mp3,she also serves as associate dean of natural and mathematical sciences,She also serves as Associate Dean of Natural and Mathematical Sciences.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39924545.mp3,southern high school in santa rita serves the village,Southern High School in Santa Rita serves the village.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39924548.mp3,race track and casinos private interests and other tribes oppose the,"Race track and casinos, private interests and other tribes opposed the deal."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39924563.mp3,some of the dialogue was improvised by the cast especially in the interview segment,"Some of the dialogue was improvised by the cast, especially in the interview segments."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39924569.mp3,it usually feeds over water and occasionally overland,It usually feeds over water and occasionally over land.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40102953.mp3,it was inscribed by the jane monarch caribella,It was inscribed by the Jain monarch Kharavela.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40102954.mp3,the city has trading and exporting markets for agriculture and industrial goods,The city has trading and exporting markets for agriculture and industrial goods.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40102955.mp3,this is not just one night but many nights overtime,"This is not just one night, but many nights over time."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40102956.mp3,soap is set in the fictional town of duns river connecticut,"Soap is set in the fictional town of Dunn's River, Connecticut."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40114182.mp3,blood tests also found high concentrations of the same materials in patient,Blood tests also found high concentrations of the same materials in patients.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40148391.mp3,the united states has possessed a stock pile of chemical weapons since world war won,The United States has possessed a stockpile of chemical weapons since World War One.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39591631.mp3,hooker published the description in the general of botany,"Hooker published the description in ""The Journal of Botany""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39591661.mp3,the catalogue also included the original memphis five and the bothity eight,The catalogue also included the Original Memphis Five and the Varsity Eight.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39591853.mp3,old tracks written by sting,All tracks written by Sting.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39591907.mp3,the company was formerly a subsidiary of mobile combe,The company was formerly a subsidiary of Mobilcom.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39591994.mp3,he also founded a cultural study programme in china,He also founded a cultural study program in China.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39591995.mp3,there is also a pub called the moon high across it in,There is also pub called the Moone High Cross Inn.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39592386.mp3,the slug is caught in the sea of samola,The slug is caught in the sea off Samoa.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39592492.mp3,it is a part of the three rivers original library system,It is a part of the Three Rivers Regional Library System.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39592655.mp3,but i think i'm wrong,But I think I'm wrong.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39592704.mp3,trains start their journeys by travelling northwards away from lewis,"Trains start their journey by travelling ""northwards"", away from Looe."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39868156.mp3,there are even ann odds or night polynobles,There are even and odd Zernike polynomials.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39868173.mp3,population has been western oregon freed from light january to early september,Populations in western Oregon breed from late January to early September.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39868303.mp3,the label specialized the brazilian music and other musical land america,The label specialized in Brazilian music and other music of Latin America.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39868331.mp3,in business volume the bank occupies a familiar position among a national,"In business volume, the Bank occupies a premier position among the nationalised banks."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39875502.mp3,he was eventually martyred at the battle of carbal,He was eventually martyred at the Battle of Karbala.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39879069.mp3,they were not giving the thinking of such things,They were not given to thinking of such things.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39888178.mp3,choose because he would devour the gibraltar,She is the cousin of the footballer Djibril Sow.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794389.mp3,during the philippine revolution the insurrectos and the,"During the Philippine revolution the ""insurrectos"" and the ""Guardia civiles""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794395.mp3,the centre incorporates symphony hall and faces centenary squ,The centre incorporates Symphony Hall and faces Centenary Square.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794476.mp3,i visited the library before going to school,I visited the library before going to school.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794489.mp3,some banks will offer to telllex for approval or similar,"Some banks will offer to ""Telex for Approval"" or similar."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794498.mp3,the name in means blue spearman,"The name in means ""blue spearman""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794520.mp3,he mythologists have identified a number of variance,Haematologists have identified a number of variants.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794525.mp3,the connoissaga river is the most westerly trout water on public land in,The Conasauga River is the most westerly trout water on public land in Georgia.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794620.mp3,the ending credits arguably go the furthest in terms of fan service,The ending credits arguably go the furthest in terms of fan service.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794622.mp3,both singles focus unwrapped rather than pop,Both singles focused on rap rather than pop.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794630.mp3,she died shortly afterwards,She died shortly afterwards.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39794634.mp3,both tests have their disadvantages,Both tests have their disadvantages.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39610486.mp3,norris was the only cabinet minister to lose his seat in that election,Norris was the only cabinet minister to lose his seat in that election.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39610517.mp3,tilton was the son of peasants of ethnic lathian descent,Tilton was the son of peasants of ethnic Latvian descent.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39610520.mp3,change will also be needed in automobiles to be compatible with grass elaine,Change will also be needed in automobiles to be compatible with grassoline.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39648993.mp3,rodriguez has written for multiple publications including hyperologic,Rodriguez has written for multiple publications including Hyperallergic.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39658799.mp3,many abolitionists defied the law openly,Many abolitionists defied the law openly.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39658824.mp3,in india he was affectionately called jundley bragg,"In India, he was affectionately called ""Jungly"" Greig."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39658842.mp3,the king himself saw to it that he was apparelled in gorgeous attire,The king himself saw to it that he was apparelled in gorgeous attire.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39658876.mp3,sabanettea is the capital of alderto a villa toreal above municipal,Sabaneta is the capital of Alberto Arvelo Torrealba Municipality in Barinas.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39658878.mp3,she painted several series of impressive paintings exploring spiritual or,"She painted ""several series of impressive paintings exploring spiritual or sacred concepts""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39658879.mp3,this time lee was convicted,"This time, Lee was convicted."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39658895.mp3,at first the screen shows a bunch of smilings,"At first, the screen shows a bunch of smileys."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605456.mp3,the devils are driven out and the last gate is shut behind them,The devils are driven out and the last gate is shut behind them.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605581.mp3,in this sense each conscious construction is private subjective in you,"In this sense, each conscious construction is private, subjective, and unique."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605601.mp3,at the end of omadon is a short song entitled on horseback,"At the end of ""Ommadawn"" is a short song entitled ""On Horseback""."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605605.mp3,their lyrics are generally structured around monster and horror things,Their lyrics are generally structured around monster and horror themes.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605627.mp3,germany,Germany.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39605628.mp3,an ardent agnostic he was also an enthusiastic free mason,"An ardent agnostic, he was also an enthusiastic freemason."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623063.mp3,well i will eat care monsieur after dinner,I will eat tiramisu after dinner.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623064.mp3,i would like to take a nap,I would love to take a nap.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623066.mp3,charred sticks from the bonfire are thrown into wells to improve the water,Charred sticks from the bonfire are thrown into wells to improve the water.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623073.mp3,furthermore each weight has multiplicity one,"Furthermore, each weight has multiplicity one."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623075.mp3,similar cases happened with native americans,Similar cases happened with Native Americans.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623088.mp3,the marriage was recorded by benedict of peterborough,The marriage was recorded by Benedict of Peterborough.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623091.mp3,stern has been the most frequent visitor to the white house since abam is election,Stern has been the most frequent visitor to the White House since Obama's election.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39623106.mp3,saint anne is the patron saint of sailors,Saint Anne is the patron saint of sailors.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39777888.mp3,laconiation is preceded by the turonian and followed by the san tonian,The Coniacian is preceded by the Turonian and followed by the Santonian.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39777891.mp3,bodray was born in wilkes county georgia,"Bowdre was born in Wilkes County, Georgia."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39777892.mp3,the team is operated by the southern pun judd cricket association,The team is operated by the Southern Punjab Cricket Association.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39777895.mp3,beauchamp reveals that cabassas except only very large orders for these batteries,Boschert reveals that Cobasys accepts only very large orders for these batteries.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39777908.mp3,the definition of bullying is broadly agreed on in literature on bullying,The definition of bullying is widely agreed on in literature on bullying.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39777911.mp3,the party said that it wanted autonomy but not independence,The party said that it wanted autonomy but not independence.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39777912.mp3,he began to study the history of christianity,He began to study the history of Christianity.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39777915.mp3,a best of compilation aired in some regions after the end of the series,"A ""Best Of"" compilation aired in some regions after the end of the series."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39777918.mp3,the population increased rapidly,The population increased rapidly.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39777923.mp3,portuguese and creole live in a state of dagossia,Portuguese and Creole live in a state of diglossia.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39777936.mp3,it is located on the coast about half way between valeda and moscowa,"It is located on the coast, about halfway between Valletta and Marsaskala."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39777942.mp3,dimbol alight served as both her home and her studio,Dimbola Lodge served as both her home and her studio.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39589105.mp3,it was during his stand in mitenwell when he composed of most,It was during his time in Mittenwalde when he composed most of his hymns.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39598093.mp3,it is situated on that level was tied,It is situated on the river Oste.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641394.mp3,i heard it then,I have the time.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641413.mp3,their tone tone turned hysterically as known as that ghastly,The downtown historic district is known as the Gaslight Village.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39641459.mp3,i've got a great trip i've on you in off land they're told ye,At Wycliff Avenue in Oak Lawn the Tollway has its first toll plaza.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39657242.mp3,no i didn't wear that article utterly,"No, I didn't read that article actually."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39657287.mp3,his immediate task was to solve that union pieces,His immediate task was to solve the union crisis.
